,Team,Season Year,Player 01,Player 02,Player 03,Player 04,Player 05,Player 06,Player 07,Player 08,Player 09,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
12740,SAC,2018,Bogdan Bogdanović,George Hill,Zach Randolph,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,Skal Labissière,Kosta Koufos,Malachi Richardson,Justin Jackson,Frank Mason III,Georgios Papagiannis,,,
12741,IND,2018,Victor Oladipo,Thaddeus Young,Bojan Bogdanović,Domantas Sabonis,Darren Collison,Lance Stephenson,Cory Joseph,T.J. Leaf,Al Jefferson,Joe Young,Ike Anigbogu,Damien Wilkins,Alex Poythress,,
12742,DET,2018,Andre Drummond,Avery Bradley,Tobias Harris,Stanley Johnson,Reggie Jackson,Ish Smith,Reggie Bullock,Langston Galloway,Anthony Tolliver,Jon Leuer,Henry Ellenson,Eric Moreland,,,
12743,LAL,2018,Brandon Ingram,Kentavious Caldwell-Pope,Lonzo Ball,Larry Nance Jr.,Brook Lopez,Jordan Clarkson,Kyle Kuzma,Julius Randle,Josh Hart,Corey Brewer,Andrew Bogut,Tyler Ennis,Ivica Zubac,,
12744,OKC,2018,Paul George,Carmelo Anthony,Steven Adams,Russell Westbrook,Andre Roberson,Jerami Grant,Álex Abrines,Patrick Patterson,Raymond Felton,Josh Huestis,Terrance Ferguson,Dakari Johnson,,,
12745,MIL,2018,Khris Middleton,Tony Snell,Giannis Antetokounmpo,Malcolm Brogdon,Thon Maker,John Henson,Mirza Teletović,Matthew Dellavedova,Rashad Vaughn,D.J. Wilson,Sterling Brown,DeAndre Liggins,,,
12746,SAC,2018,George Hill,Zach Randolph,Garrett Temple,Bogdan Bogdanović,Willie Cauley-Stein,De'Aaron Fox,Buddy Hield,Kosta Koufos,Justin Jackson,Skal Labissière,Vince Carter,Malachi Richardson,Frank Mason III,,
12747,BOS,2018,Kyrie Irving,Jayson Tatum,Al Horford,Jaylen Brown,Aron Baynes,Marcus Smart,Semi Ojeleye,Terry Rozier,Daniel Theis,Abdel Nader,Shane Larkin,Guerschon Yabusele,,,
12748,MIL,2018,Khris Middleton,Malcolm Brogdon,Tony Snell,Giannis Antetokounmpo,John Henson,Mirza Teletović,Thon Maker,Matthew Dellavedova,DeAndre Liggins,,,,,,
12749,CHO,2018,Kemba Walker,Marvin Williams,Dwight Howard,Jeremy Lamb,Michael Kidd-Gilchrist,Frank Kaminsky,Treveon Graham,Dwayne Bacon,Malik Monk,Cody Zeller,,,,,
12750,IND,2018,Thaddeus Young,Domantas Sabonis,Victor Oladipo,Bojan Bogdanović,Darren Collison,Cory Joseph,Lance Stephenson,T.J. Leaf,Damien Wilkins,Al Jefferson,,,,,
12751,CLE,2018,LeBron James,Kevin Love,J.R. Smith,Derrick Rose,Tristan Thompson,Jae Crowder,Jeff Green,Dwyane Wade,Kyle Korver,,,,,,
12752,TOR,2018,Norman Powell,DeMar DeRozan,Kyle Lowry,Serge Ibaka,Jonas Valančiūnas,Delon Wright,Pascal Siakam,OG Anunoby,Lucas Nogueira,Fred VanVleet,C.J. Miles,Jakob Poeltl,Alfonzo McKinnie,,
12753,DEN,2018,Nikola Jokić,Wilson Chandler,Paul Millsap,Gary Harris,Jamal Murray,Emmanuel Mudiay,Will Barton,Mason Plumlee,Kenneth Faried,Malik Beasley,Trey Lyles,Richard Jefferson,,,
12754,DAL,2018,Harrison Barnes,Dennis Smith Jr.,Wesley Matthews,Dirk Nowitzki,Devin Harris,Yogi Ferrell,Maxi Kleber,J.J. Barea,Dwight Powell,Nerlens Noel,Salah Mejri,Jeff Withey,,,
12755,LAC,2018,Blake Griffin,Danilo Gallinari,Austin Rivers,DeAndre Jordan,Patrick Beverley,Wesley Johnson,Sindarius Thornwell,Lou Williams,Montrezl Harrell,Willie Reed,Sam Dekker,Jawun Evans,Brice Johnson,,
12756,ORL,2018,Evan Fournier,Aaron Gordon,Nikola Vučević,Terrence Ross,D.J. Augustin,Jonathon Simmons,Shelvin Mack,Jonathan Isaac,Bismack Biyombo,Arron Afflalo,Mario Hezonja,Marreese Speights,,,
12757,MEM,2018,Marc Gasol,James Ennis III,Mario Chalmers,Andrew Harrison,Jarell Martin,Dillon Brooks,Tyreke Evans,Chandler Parsons,Brandan Wright,,,,,,
12758,CHI,2018,Justin Holiday,Lauri Markkanen,Robin Lopez,David Nwaba,Jerian Grant,Kris Dunn,Denzel Valentine,Paul Zipser,Cristiano Felício,Quincy Pondexter,,,,,
12759,MIA,2018,Goran Dragić,Dion Waiters,Hassan Whiteside,Okaro White,Josh Richardson,Tyler Johnson,Justise Winslow,Wayne Ellington,Bam Adebayo,Kelly Olynyk,,,,,
12760,MIN,2018,Andrew Wiggins,Jeff Teague,Taj Gibson,Jimmy Butler,Karl-Anthony Towns,Gorgui Dieng,Jamal Crawford,Nemanja Bjelica,Tyus Jones,Shabazz Muhammad,,,,,
12761,NOP,2018,Anthony Davis,DeMarcus Cousins,Jrue Holiday,E'Twaun Moore,Dante Cunningham,Jameer Nelson,Tony Allen,Ian Clark,Cheick Diallo,Darius Miller,,,,,
12762,HOU,2018,Trevor Ariza,James Harden,Ryan Anderson,Eric Gordon,Clint Capela,P.J. Tucker,Luc Mbah a Moute,Nenê,Tarik Black,Zhou Qi,Demetrius Jackson,Bobby Brown,,,
12763,NYK,2018,Tim Hardaway Jr.,Kristaps Porziņģis,Courtney Lee,Jarrett Jack,Enes Freedom,Frank Ntilikina,Doug McDermott,Damyean Dotson,Willy Hernangómez,Lance Thomas,Kyle O'Quinn,Ramon Sessions,Michael Beasley,,
12764,ATL,2018,Taurean Prince,Dennis Schröder,Kent Bazemore,Dewayne Dedmon,Mike Muscala,Marco Belinelli,Luke Babbitt,Isaiah Taylor,John Collins,Malcolm Delaney,,,,,
12765,PHI,2018,Robert Covington,Ben Simmons,J.J. Redick,Joel Embiid,Dario Šarić,Jerryd Bayless,T.J. McConnell,Amir Johnson,Timothé Luwawu-Cabarrot,,,,,,
12766,POR,2018,Damian Lillard,CJ McCollum,Jusuf Nurkić,Al-Farouq Aminu,Maurice Harkless,Evan Turner,Pat Connaughton,Ed Davis,Noah Vonleh,,,,,,
12767,UTA,2018,Rudy Gobert,Ricky Rubio,Joe Ingles,Derrick Favors,Rodney Hood,Donovan Mitchell,Thabo Sefolosha,Jonas Jerebko,Alec Burks,Ekpe Udoh,,,,,
12768,PHO,2018,T.J. Warren,Devin Booker,Tyson Chandler,Mike James,Marquese Chriss,Dragan Bender,Tyler Ulis,Alex Len,Troy Daniels,Josh Jackson,,,,,
12769,WAS,2018,Bradley Beal,John Wall,Marcin Gortat,Kelly Oubre Jr.,Jason Smith,Mike Scott,Tomáš Satoranský,Ian Mahinmi,Jodie Meeks,Tim Frazier,,,,,
12770,LAL,2018,Kentavious Caldwell-Pope,Brandon Ingram,Brook Lopez,Lonzo Ball,Larry Nance Jr.,Kyle Kuzma,Jordan Clarkson,Julius Randle,Corey Brewer,Josh Hart,,,,,
12771,POR,2018,Damian Lillard,CJ McCollum,Maurice Harkless,Jusuf Nurkić,Noah Vonleh,Evan Turner,Pat Connaughton,Ed Davis,Caleb Swanigan,Zach Collins,,,,,
12772,GSW,2018,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,Zaza Pachulia,Andre Iguodala,Shaun Livingston,Patrick McCaw,David West,Jordan Bell,JaVale McGee,Omri Casspi,Nick Young,,
12773,SAS,2018,LaMarcus Aldridge,Danny Green,Patty Mills,Kyle Anderson,Pau Gasol,Brandon Paul,Dejounte Murray,Manu Ginóbili,Rudy Gay,Bryn Forbes,Dāvis Bertāns,Derrick White,,,
12774,HOU,2018,Trevor Ariza,James Harden,Eric Gordon,Ryan Anderson,Clint Capela,Luc Mbah a Moute,P.J. Tucker,Nenê,Tarik Black,Zhou Qi,Bobby Brown,Demetrius Jackson,,,
12775,ATL,2018,Kent Bazemore,Dennis Schröder,Taurean Prince,Dewayne Dedmon,Mike Muscala,John Collins,Luke Babbitt,Isaiah Taylor,Tyler Dorsey,Marco Belinelli,Nicolás Brussino,,,,
12776,NOP,2018,Anthony Davis,DeMarcus Cousins,Jrue Holiday,E'Twaun Moore,Dante Cunningham,Jameer Nelson,Tony Allen,Darius Miller,Ian Clark,Josh Smith,,,,,
12777,DAL,2018,Harrison Barnes,Wesley Matthews,Dennis Smith Jr.,Dirk Nowitzki,Nerlens Noel,J.J. Barea,Salah Mejri,Yogi Ferrell,Devin Harris,Dwight Powell,,,,,
12778,MIA,2018,Goran Dragić,Josh Richardson,Dion Waiters,Hassan Whiteside,Okaro White,James Johnson,Tyler Johnson,Kelly Olynyk,Justise Winslow,Wayne Ellington,Bam Adebayo,,,,
12779,DEN,2018,Gary Harris,Wilson Chandler,Paul Millsap,Nikola Jokić,Jamal Murray,Will Barton,Emmanuel Mudiay,Mason Plumlee,Malik Beasley,Kenneth Faried,,,,,
12780,MIL,2018,Khris Middleton,Tony Snell,Giannis Antetokounmpo,Malcolm Brogdon,John Henson,Matthew Dellavedova,Thon Maker,Mirza Teletović,Rashad Vaughn,Jason Terry,DeAndre Liggins,,,,
12781,DET,2018,Stanley Johnson,Avery Bradley,Tobias Harris,Reggie Jackson,Andre Drummond,Eric Moreland,Anthony Tolliver,Ish Smith,Langston Galloway,Reggie Bullock,,,,,
12782,BRK,2018,Rondae Hollis-Jefferson,D'Angelo Russell,DeMarre Carroll,Caris LeVert,Timofey Mozgov,Allen Crabbe,Joe Harris,Tyler Zeller,Spencer Dinwiddie,Sean Kilpatrick,Jacob Wiley,,,,
12783,LAL,2018,Kyle Kuzma,Brandon Ingram,Kentavious Caldwell-Pope,Brook Lopez,Lonzo Ball,Jordan Clarkson,Julius Randle,Josh Hart,Tyler Ennis,Corey Brewer,,,,,
12784,PHO,2018,Devin Booker,Mike James,Tyson Chandler,Marquese Chriss,T.J. Warren,Josh Jackson,Troy Daniels,Dragan Bender,Alex Len,Tyler Ulis,Derrick Jones Jr.,,,,
12785,NYK,2018,Courtney Lee,Tim Hardaway Jr.,Enes Freedom,Kristaps Porziņģis,Jarrett Jack,Frank Ntilikina,Michael Beasley,Kyle O'Quinn,Doug McDermott,Lance Thomas,,,,,
12786,BOS,2018,Kyrie Irving,Al Horford,Jaylen Brown,Jayson Tatum,Aron Baynes,Marcus Smart,Terry Rozier,Marcus Morris,Semi Ojeleye,Daniel Theis,,,,,
12787,OKC,2018,Paul George,Russell Westbrook,Carmelo Anthony,Steven Adams,Andre Roberson,Jerami Grant,Raymond Felton,Patrick Patterson,Álex Abrines,Terrance Ferguson,,,,,
12788,CHI,2018,David Nwaba,Justin Holiday,Robin Lopez,Lauri Markkanen,Jerian Grant,Kris Dunn,Denzel Valentine,Paul Zipser,Cristiano Felício,Quincy Pondexter,Kay Felder,,,,
12789,ORL,2018,Evan Fournier,Aaron Gordon,Nikola Vučević,Terrence Ross,Shelvin Mack,Jonathon Simmons,Jonathan Isaac,Arron Afflalo,Bismack Biyombo,Mario Hezonja,Marreese Speights,Wes Iwundu,,,
12790,IND,2018,Thaddeus Young,Victor Oladipo,Bojan Bogdanović,Darren Collison,Domantas Sabonis,Myles Turner,Cory Joseph,Lance Stephenson,T.J. Leaf,Joe Young,,,,,
12791,PHI,2018,Ben Simmons,J.J. Redick,Robert Covington,Joel Embiid,Dario Šarić,Jerryd Bayless,T.J. McConnell,Timothé Luwawu-Cabarrot,Richaun Holmes,Amir Johnson,,,,,
12792,CHO,2018,Jeremy Lamb,Kemba Walker,Dwayne Bacon,Dwight Howard,Marvin Williams,Frank Kaminsky,Treveon Graham,Malik Monk,Cody Zeller,,,,,,
12793,SAS,2018,LaMarcus Aldridge,Patty Mills,Danny Green,Pau Gasol,Kyle Anderson,Rudy Gay,Manu Ginóbili,Bryn Forbes,Dejounte Murray,Brandon Paul,,,,,
